1,http://xvideo-jp.com/archives/category/%e5%a4%a9%e5%ae%ae%e3%81%be%e3%82%8a%e3%82%8b,77.0,1.0,1.0,19.0,13.0,2.0,1.0,111.0,16.0,9.0,8.0,45.0,0.0,0.0,0.0,0.0
2,http://ero-advertising.com/blog/eroadvertising-launches-secure-api-to-export-stats-data,80.0,1.0,1.0,6.0,19.0,2.0,1.0,160.0,13.0,15.0,4.0,55.0,0.0,7.0,0.0,0.0
3,http://xvideo-jp.com/xvideos-av%E3%82%A2%E3%83%83%E3%83%97%E3%82%B9%E3%83%88%E3%83%AA%E3%83%BC%E3%83%A0-%E6%9C%80%E6%96%B0%E3%81%AE%E7%84%A1%E6%96%99%E3%82%A8%E3%83%AD%E5%8B%95%E7%94%BB,178.0,1.0,1.0,1.0,13.0,2.0,1.0,111.0,34.0,9.0,0.0,164.0,0.0,2.0,0.0,0.0
5,http://ero-advertising.com/blog/eroadvertising-named-xbiz-la-corporate-sponsor-xbiz-awards-gold-sponsor,96.0,1.0,1.0,6.0,19.0,2.0,1.0,160.0,13.0,15.0,4.0,71.0,0.0,9.0,0.0,0.0
6,http://xvideo-jp.com/archives/category/%e9%88%b4%e6%9d%91%e3%81%82%e3%81%84%e3%82%8a/page/2,84.0,1.0,1.0,70.0,13.0,2.0,1.0,111.0,18.0,9.0,45.0,1.0,0.0,0.0,0.0,0.0
7,http://xvideo-jp.com/wp-content/plugins/contact-form-7/includes/js/jquery.form.min.js?ver=3.44.0-2013.09.15,100.0,8.0,1.0,47.0,13.0,2.0,1.0,111.0,18.0,9.0,14.0,18.0,3.0,0.0,22.0,17.0
9,http://xvideo-jp.com/%E3%81%8A%E3%81%99%E3%81%99%E3%82%81%E5%84%AA%E8%89%AF%E3%82%B5%E3%82%A4%E3%83%88%E3%80%8C%E6%97%A5%E6%9C%AC%E4%B8%80%E3%80%8D,140.0,1.0,1.0,1.0,13.0,2.0,1.0,111.0,29.0,9.0,0.0,126.0,0.0,0.0,0.0,0.0
12,http://xvideo-jp.com/archives/category/%e5%a4%a7%e7%9f%b3%e3%81%95%e3%82%84%e3%81%8b,77.0,1.0,1.0,19.0,13.0,2.0,1.0,111.0,18.0,9.0,8.0,45.0,0.0,0.0,0.0,0.0
16,http://xvideo-jp.com/archives/category/%e3%81%82%e3%82%84%e3%81%bf%e6%97%ac%e6%9e%9c,77.0,1.0,1.0,19.0,13.0,2.0,1.0,111.0,16.0,9.0,8.0,45.0,0.0,0.0,0.0,0.0
19,http://xvideo-jp.com/archives/category/%e3%81%af/%e9%95%b7%e8%b0%b7%e5%b7%9d%e3%81%97%e3%81%9a%e3%81%8f,96.0,1.0,1.0,29.0,13.0,2.0,1.0,111.0,19.0,9.0,9.0,54.0,0.0,0.0,0.0,0.0
27,http://watch-series-tv.to/serie/Betrayal_Knows_My_Name_Uragiri_wa_Boku_no_Namae_o_Shitteiru,84.0,1.0,2.0,7.0,18.0,2.0,0.0,41.0,7.0,15.0,5.0,59.0,0.0,10.0,0.0,0.0
31,http://xvideo-jp.com/archives/tag/%e3%83%9e%e3%83%83%e3%82%b5%e3%83%bc%e3%82%b8%e3%83%bb%e3%82%a8%e3%82%b9%e3%83%86,108.0,1.0,1.0,14.0,13.0,2.0,1.0,111.0,17.0,9.0,8.0,81.0,0.0,0.0,0.0,0.0
34,http://xvideo-jp.com/archives/category/%e4%b8%8a%e6%9d%91%e3%81%82%e3%81%9a%e3%81%95,77.0,1.0,1.0,19.0,13.0,2.0,1.0,111.0,17.0,9.0,8.0,45.0,0.0,0.0,0.0,0.0
35,http://popupads.ir/blog/?tag=%da%a9%d8%a7%d9%87%d8%b4-%d9%85%d9%88%d9%82%d8%aa%db%8c-%d9%be%d8%a7%d9%be-%d8%a2%d9%be-%d8%a7%d9%88%d9%84-%d8%a8%d9%87-15-%d8%b1%db%8c%d8%a7%d9%84,169.0,1.0,0.0,6.0,11.0,2.0,0.0,106.0,24.0,8.0,4.0,0.0,0.0,0.0,152.0,147.0
39,http://xvideo-jp.com/archives/category/%e6%9c%a8%e6%9d%91%e3%81%be%e3%82%8a%e3%81%88,77.0,1.0,1.0,19.0,13.0,2.0,1.0,111.0,17.0,9.0,8.0,45.0,0.0,0.0,0.0,0.0
42,http://xvideo-jp.com/archives/category/%e9%81%a0%e8%97%a4%e3%81%bf%e3%81%aa%e3%81%bf,77.0,1.0,1.0,19.0,13.0,2.0,1.0,111.0,15.0,9.0,8.0,45.0,0.0,0.0,0.0,0.0
44,http://xvideo-jp.com/archives/category/%e6%a1%83%e8%b0%b7%e3%82%a8%e3%83%aa%e3%82%ab,77.0,1.0,1.0,19.0,13.0,2.0,1.0,111.0,17.0,9.0,8.0,45.0,0.0,0.0,0.0,0.0
45,http://xvideo-jp.com/archives/category/%e5%a4%a7%e5%b3%b6%e3%81%82%e3%81%84%e3%82%8b,77.0,1.0,1.0,19.0,13.0,2.0,1.0,111.0,16.0,9.0,8.0,45.0,0.0,0.0,0.0,0.0
